,Score,Sentiment
9207,4,"regardless of how bad and tired i feel, the happiest thing just made my day "
9208,4,@pearcling I actually went to bed at a decent time! 
9209,4,@FierceDeluxe4 LMAO....no doubt mami...thats exactly how its gonna go down too 
9210,0,http://twitpic.com/6a3z0 Thanks mom n dad u gave me elf ears 
9211,0,"Jogging, isnt REALLY that cool, especially if you've got a fever "
9212,4,Loves the Google symbol today  http://www.google.com/
9213,0,Some peolple do not understand that should not get in some things ... 
9214,0,Whew just went swimming with a friend and HIM!! I want my hug.  and I feel guilty cause I couldn't give friend a ride cause my mom... 
9215,0,stressing...i'm going to be up late 
9216,0,thank you for your greetings for pancake! she had personalized balloons and cake and doggie lootbags! but one dog guest was a war freak. 
9217,0,Katkat's llama is feeling sick today...  Wandering around in her backyard. Go to katkat75's youtube channel to see a video our little  ...
9218,0,@chloevictoriaxo  Hope everythings okay xx
9219,4,@kcu i see 
9220,4,Taste the rainbow of fruit flavour 
9221,4,I have enjoyed my weekend so far!  Had fun in the Ville! Out to eat later with @ashleyka25....
9222,4,@alexmalave so far it's been drinking with my wife.  I'm so happy I could puke. 
9223,0,random breakdowns suck. i hate being a teenager. 
9224,0,missing @ikewii lol. plaid bud. haha. damn i can't do the BG right. 
9225,0,"I was contemplating making some BBQ chicken tonight, but realized I don't have any of my fave BBQ sauce. Sadness "
9226,4,@BTUB40  anhter red hot one  loveing this weather.. check out last nights pics mate http://bit.ly/Pspd1
9227,4,"perfect, beautiful Pittsburgh day? I say yes. "
9228,0,I don't think I'm gonna be able to eat if this lady with a fat mole doesn't get out of my line of sight 
9229,4,"Okay , I'll go away for a while now , playing cards and stuff ! "
9230,4,"@revolutionaren hiii, how r u doing? would u share ur dream with me... if u dont mind... "
9231,4,@itskatherinefox really! That's so cool  lol me and britney spears have the same middle name! Lol 
9232,4,Laying in bed and falling asleep to the Across the Universe soundtrack  this will be ver pleasant.
9233,4,Finally got home from Subic. Was welcomed by flood in Manila! Thank God I got home.  Hello twitter!!!
9234,4,"@Ryan_Gosling Well I like it, thought it was so funny!!  x"
9235,0,@LeighEllwood Limited # of RUSH songs available in karaoke style.    Can't believe someone hasn't done their entire catalog!
9236,0,@nerdboner You suck 
9237,4,@that_kat ooh that's a nice idea - and joshy can have fun baking for them 
9238,0,@serpentcity. So bummed i'm not there for the donut man song. 
9239,0,Nutritionist today for gastric bypass.   lets see what happens
9240,0,"Realizing some food co. r ruining cookbooks. They're changing product sizes so u pay same, but get less. Can sizes, etc r wrong in books. "
9241,0,I'm tired and i want to be independtly wealthy... 
9242,0,"@leonkay lol sadly i dont think theres a exam in that  closest i can get for you is...history, cold war,ww1 and ww2 :p"
9243,0,Have to wake up early for a fasting bloodsugar test 
9244,4,"I love him, I love him, I LOVE HIM!!  bed time. :] I'm so happy mum forgives me.. I'd rather die than that ever happen."
9245,4,"@happysorceress Nope.  Though I'll be posting pics later, including one of the cake that Renee REALLY wants you to see "
9246,0,@maggz I'm hoping to watch ER this weekend out tomorrow night so prob Sun so no one can see my red frog-eyes 
9247,4,@masterpastor Likewise my friend.  We're talking VISION today so I am excited.
9248,4,@AmandaSanter ah thanks for bailing me out hon!. I feel better about my lack of education now 
9249,4,Travelling by train is very relaxing -- if you're outside of rush hours. I love my job 
9250,0,"Landed in PHX at 6am, been sleeping ever since. I'm going crazy. I miss my Alex. "
9251,4,For the action you need when inspiration is in need!  â« http://blip.fm/~7t7tz
9252,4,Sorry I Had 2 leave all the homies tonite.BUT..Na-Na..is exhausted..Plus the Patron looked a lil sus..lol..PLZ all yal make it home safe 
9253,0,@safesolvent the iPhone's gotta wait until I use up my Koodo tab. *shakes fist* Got another year or two at least. 
9254,0,"watching Changeling.  Well, sort of - I don't like the nasty bits so I go look at restaurant city during them and just listen "
9255,0,got back from the pool where i got rained on 
9256,0,@jonasbrothers youtube account was suspended - WHY? 
9257,0,lookin 4 sumthin to watch on tv not many choices 
9258,0,@benhiscox AHH YOU FINALLY FOUND OUT. Thats a sad ep isnt it. 
9259,4,@auroraawakes I went to the SD Archery Meetup at Morley Field so much fun! i highly recommend  http://twurl.nl/a64esh
9260,0,wish i was at summerball 
9261,0,@GaneshaXi they got caught up in all the wires .. they were squealing 
9262,0,Doesnt want lauren to go 
9263,0,gosh its all IT gadgets except for the jacket.. haa.. and its all so expensive - feel so broke now. 
9264,4,"@hlong8401 But funny. You laughed a bit, c'mon. "
9265,4,"i'm getting picked on by the family, i do NOT have problems! god made me the way i am. "
9266,0,I just wanna go hommme 
9267,0,"im lonely  keep me company! 22 female, Salt Lake City - Utah"
9268,4,It's Randall's birthdayyy  Nacogdoches to spend the day with him
9269,4,@YazzyYay - it def does! gives me some hoope&amp;optimism.  specially wen youknow isn't talking to me again.. LOL -_- good goly.
9270,0,"Wah, @BenjaminFolds tickets are expensive for poor little practically-unemployed me! "
9271,4,I think is gonna be a nice day  mr sun is out !!!!
9272,4,@BobbiATT18 its ok no rush! whenever u get a chance 
9273,4,yess..Leet World Episode 10 is out.. Player ftw !! 
9274,0,Happy early Mother's Day Spending the day in NEW YORK i miss Miami   GoodNight    LoVe Ya NAOMi
9275,4,Back after class.  wondering wht to do?
9276,0,@oxfamgb  I can't get the link to work    http://is.gd/tpct
9277,0,just updated my myspace layout wow all on my own it took forever lol's and it look kinda plain  but the thought counts hehe.......
9278,4,can't wait until the astros game!!! 
9279,4,@Kia_whatever cool!  hmm i think at the moment it is set me off. epecialy una's part!
9280,0,@SArmypez I have the opposite problem....  I feel your pain.  
9281,0,hookah time?!?! thanks @ shaghayeghhh for the invite... 
9282,0,bulls and mavs...nice if only indy was in it 
9283,0,@lindss123 aww bummer  well are you at least eating something Yummy for dinner?
9284,4,is sad that she has to sell her RV... BUT let me know if your interested!  http://chicago.craigslist.org/wcl/rvs/1202579643.html
9285,0,Today did not go like i planned it 
9286,0,Just dalool know how to cheer me up but she wants to sleep 
9287,4,@andyomalia don't knock OMD and Roxy Music! They are the sountrack of my youth 
9288,4,@Noway57 Yeah..agree all the way 
9289,4,I am thinking of the vacation coming up  rome &amp; sardegna starting coming sunday
9290,0,@kiaradianexxx We missed you last night 
9291,0,"has latihan lagi hari ini buat Yovie Widianto Fusion, masih bingung bagian2nya  http://plurk.com/p/110gx4"
9292,4,@liverpooldan am doing sudoku in garden listenin.g to the hens next door 
9293,4,@ScottAPerkins you can do it waterboy!!!!! 
9294,4,Dodgeball: thespians got best costumes 
9295,0,@gilbey1984 sorry  I feel mean!
9296,4,Any more breakfast suggestions for the Vegas strip tweeps?? Keep 'em coming 
9297,0,"@MERC80 I appreciate that, however your vote will only count once  did you check out the other competitors? I wish you would have done it"
9298,0,I feel like no one has waned to talk to me all day. I haven't recieved any texts since 3 o'clock 
9299,4,Leaving texas roadhouse and now going swimming with Chesney. 
9300,0,I can't view the cover for Obsessed. Wah! 
9301,4,@rshreeves of course! enter away 
9302,4,Go green.....use blacke  http://www.blackle.com/
9303,0,Wierd creepy girl just talked to me 
9304,0,@dollfacedisastr you guys didn't invite me!?!  
9305,0,falling all over again for someone you thought you just got over is no fun  And it doesn't help that he won't go on myspace :/
9306,0,My twitter isn't tweeting..? 
9307,0,@ponyy that's not very noice  jut bring a tear to my eye thanks!
9308,0,@kiarapop akfjsagkjlsd you suck ;____: i dont think i can go !!!! KIARA!! 
9309,0,all good things must come to an end... 
9310,0,Can't count the number of times I've had an idea that someone else goes through with 
9311,4,Soccer in spanish 
9312,4,"@garethjms thanks, that puts my mind at rest. It was already at rest, to be honest. Wombs are pretty, uhm, womb-like &amp; mellow "
9313,4,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com "
9314,4,I think my dad was actually looking out for me last Father's Day.  May he rest in peace.
9315,4,Have fun everyone at Pinkpop! Rock Dutchies! 
9316,0,just woke up and i dont kno why im up this early...work today from 1 to 5 boo 
9317,4,"@SusanScot managed2clock up about 100, wot time u finished? u feeling any better? i'm feeling g8t  x"
9318,4,is soooo happy for a couple of lovely people. Love really does conquer all  x
9319,4,going to church  with Toni
9320,4,heading out  need the exercise.
9321,4,Making a tika chicken and cheese cibatta 
9322,4,@davidjacobs or don't spam where you eat... 
9323,0,is so tired from my workout..plus.. waiting to get some work soo bad.. UGH&gt;. i hate not having any money .. so much outcome and no income 
9324,0,My legs hurt soo much from walking and am starving but dinners taking FOREVER! 
9325,4,Just had coffee with emily! I miss that girl. She is so funny. Was really good to see her again 
9326,4,says PoTC3!  &quot;You may kiss... You may kiss... JUST KISS!&quot; (rock) http://plurk.com/p/x9lxc
9327,0,im so sad i didnt get to go to the jonas brothers uk gig  i love them so much .. but i wasnt allowed to skip school :-/
9328,4,"Just finished updating the Acoustic PM Myspace  Thanks so much if you tuned in, hope you enjoyed it and can tune in again next week!"
9329,4,yayyyy @jess22shep gave in  i knew she would
9330,4,@raawmarkus You will be the first one to know once it's time 
9331,4,"TONY &amp; GUY , here I come ! "
9332,0,I officially have my apartment.... But can't move in for another week cause the truck  Needs new brakes 
9333,4,"@cinesaur I got to see them, heh "
9334,4,@Chase_Fowler Good Luck! 
9335,0,"Even when I find him a job that he likes which is only 14 hrs a wk, he is still grumpy about it, there is just no pleasin some people "
9336,0,@smalrus AAAAAAAAAAAAA it's not working at ALL. it's still crashing all the time 
9337,0,I'm really sick + ewent to docotrs and its viral infection in both my eyes and I have a sore throat too 
9338,4,@jessanomic  hey thx right back at ya! 
9339,0,My installation of Visual Studio Team System 2010 doesn't like my Windows Worklfow project. It opens the project and crashes right away 
9340,4,"@Oxhorn Just watched your videos... so cute! Too bad I missed you in OR, I'm right outside of Portland. "
9341,4,loved the &quot;bad news&quot; sermon from The Village Church 
9342,4,just got tickets to #coldplay in #bergen 
9343,0,@eeeeeevonnnnn unhappy?!?!?! you meant to say they camp not fun ah! 
9344,0,"off to bed. i feel a bit weird about someone, i don't know what it is  make it stop! goodnight x"
9345,4,@SUMMERgoneCRAZY i told ya im soo preverted 
9346,4,&quot;We don't support that...!&quot; http://bit.ly/hD8L7  
9347,0,"Argh, just had postie deliver back a v urgent supplies parcel for my dad which had sent to USA 2 weeks back as address label had smudged "
9348,4,@crystalGWB would it be too much to ask to send it to me as a file?? 
9349,0,Field trip is now moved to humane society cuz of the rain. Maybe Boone will be there  &lt;3 miss ya chump
9350,4,David is such a dork 
9351,4,"im starving here, need to get some breakfast  see you later ;)&lt;3"
9352,4,"This is the last night with my bf, then its back to partyn I go "
9353,0,@Chriscarroll50 there is nothing good on tv. 
9354,4,starbucks? yeahhh. 
9355,4,"3 panels of pencils and now listening to the new silversun pickups album, which is so far pretty sweet "
9356,4,@swirlyarts Good luck 
9357,4,"@Rowdyeh Eating chocolate's the first, right "
9358,0,@kerridanrocks  idk. we had inventory tonight and i drank a monster. now im cant really get tired yet. 
9359,0,@megan_wilder didn't start on it. I was too busy 
9360,0,  side tracked.  gotta get my focus right.
9361,0,@toriilovesmcfly ha at least you can go 
9362,4,eating a huge bowl of fruity pebbles 
9363,4,so0o i'm really liking the new sidekick so far 
9364,0,@ginacena  hahaha too awesome! @aah1981 didn't intro me to any of the Bellas  poopie head!
9365,0,i should really be up and ready to get to a surprise party right now....  i hate you sickness. i will beat you uppppp.
9366,4,is excited for GOD ENCOUNTER tonight. excited to meet with God 
